,INS_NM,JAB_NM,JENIS_FORMASI_NM,JUM_PENDAFTAR,JUM_PERJAB,LINK_WEB_INS_DAFTAR,LOKASI_NM,PENDIDIKAN_NM,ROWNUM
124,Pemerintah Kab. Poso,GURU KESENIAN PERTAMA,UMUM,0,1,http://bit.ly/2xjxVeH,SMPN 3 Kec. Poso Pesisir,S-1 PENDIDIKAN SENI BUDAYA,125
125,Pemerintah Kab. Poso,GURU AGAMA ISLAM AHLI PERTAMA,UMUM,0,1,http://bit.ly/2xjxVeH,SDN 1 Tokorondo Kec. Poso Pesisir,S-1 PENDIDIKAN AGAMA ISLAM,126
126,Pemerintah Kab. Poso,GURU AGAMA KRISTEN AHLI PERTAMA,UMUM,0,1,http://bit.ly/2xjxVeH,SDN 1 Tambarana Kec. Poso Pesisir Utara,S-1 PENDIDIKAN AGAMA KRISTEN,127
127,Pemerintah Kab. Poso,DOKTER SPESIALIS PENYAKIT DALAM AHLI PERTAMA,UMUM,0,1,http://bit.ly/2xjxVeH,Rumah Sakit Umum Daerah Poso,DOKTER SPESIALIS PENYAKIT DALAM,128
128,Pemerintah Kab. Poso,DOKTER SPESIALIS KULIT DAN KELAMIN AHLI PERTAMA,UMUM,0,1,http://bit.ly/2xjxVeH,Rumah Sakit Umum Daerah Poso,DOKTER SPESIALIS KULIT DAN KELAMIN,129
129,Pemerintah Kab. Poso,PERAWAT AHLI PERTAMA,UMUM,0,1,http://bit.ly/2xjxVeH,Rumah Sakit Umum Daerah Poso,S-1 KEPERAWATAN+NERS,130
130,Pemerintah Kab. Poso,PERAWAT TERAMPIL,UMUM,0,1,http://bit.ly/2xjxVeH,Puskesmas Tokorondo,D-III KEPERAWATAN,131
131,Pemerintah Kab. Poso,APOTEKER AHLI PERTAMA,UMUM,0,1,http://bit.ly/2xjxVeH,Puskesmas Olumokunde,S-1 FARMASI + PROFESI APOTEKER,132
132,Pemerintah Kab. Tojo Una Una,PEREKAM MEDIS TERAMPIL,UMUM,0,1,https://drive.google.com/file/d/1Y0wGr8pi2GfuSkONp1sHesCwUEPm5mG0/view?usp=sharing,PEMERINTAH KABUPATEN TOJO UNA-UNA,D-III PEREKAM MEDIK,133
133,Pemerintah Provinsi Sulawesi Tenggara,PERANCANG PERATURAN PERUNDANG-UNDANGAN PERTAMA,UMUM,0,1,www.simponi-asn.info,Biro Umum,S-2 HUKUM,134
134,Pemerintah Provinsi Sulawesi Tenggara,ANALIS PENATAAN KAWASAN,UMUM,0,2,www.simponi-asn.info,Badan Perencanaan Pembangunan Daerah,S-1 PERENCANAAN WILAYAH DAN KOTA,135
135,Pemerintah Provinsi Sulawesi Tenggara,PERANCANG PERATURAN PERUNDANG-UNDANGAN PERTAMA,UMUM,0,1,www.simponi-asn.info,BPM dan Pemdes,S-1 HUKUM PERDATA,136
136,Pemerintah Provinsi Sulawesi Tenggara,GURU FISIKA AHLI PERTAMA,UMUM,0,1,www.simponi-asn.info,SMA Negeri 23 Konawe Selatan,S-1 PENDIDIKAN FISIKA,137
137,Pemerintah Provinsi Sulawesi Tenggara,PENYULUH KESEHATAN LINGKUNGAN,UMUM,0,3,www.simponi-asn.info,Dinas Kesehatan,S-1 KESEHATAN MASYARAKAT,138
138,Pemerintah Kab. Konawe Selatan,GURU BIMBINGAN KONSELING AHLI PERTAMA,UMUM,0,1,,SMPN 17 KONAWE SELATAN,S-1 PENDIDIKAN BIMBINGAN KONSELING,139
139,Pemerintah Kab. Konawe Selatan,GURU BIMBINGAN KONSELING AHLI PERTAMA,UMUM,0,1,,SMPN 10 KONAWE SELATAN,S-1 PENDIDIKAN BIMBINGAN KONSELING,140
140,Pemerintah Kab. Konawe Selatan,GURU AGAMA ISLAM AHLI PERTAMA,UMUM,0,1,,SMPN 47 KONAWE SELATAN,S-1 PENDIDIKAN AGAMA ISLAM,141
141,Pemerintah Kab. Konawe Selatan,GURU MATEMATIKA AHLI PERTAMA,UMUM,0,1,,SMPN 36 KONAWE SELATAN,S-1 PENDIDIKAN MATEMATIKA,142
142,Pemerintah Kab. Konawe Selatan,GURU MATEMATIKA AHLI PERTAMA,UMUM,0,1,,SMPN 21 KONAWE SELATAN,S-1 PENDIDIKAN MATEMATIKA,143
143,Pemerintah Kab. Konawe Selatan,GURU MATEMATIKA AHLI PERTAMA,UMUM,0,1,,SMPN 5 KONAWE SELATAN,S-1 PENDIDIKAN MATEMATIKA,144
144,Pemerintah Kab. Konawe Selatan,ASISTEN APOTEKER TERAMPIL,UMUM,0,1,,PUSKESMAS TINANGGEA,D-III FARMASI,145
145,Pemerintah Kab. Konawe Selatan,SANITARIAN TERAMPIL,UMUM,0,1,,PUSKESMAS WOLASI,D-III KESEHATAN LINGKUNGAN,146
146,Pemerintah Kab. Konawe Selatan,PERAWAT TERAMPIL,UMUM,0,1,,PUSKESMAS SABULAKOA,D-III KEPERAWATAN,147
147,Pemerintah Kab. Konawe Selatan,NUTRISIONIS TERAMPIL,UMUM,0,1,,PUSKESMAS LAINEA,D-III GIZI,148
148,Pemerintah Kota Baubau,GURU KELAS AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baubaukota.go.id/pengumumanview/63/formasi.penerimaan.cpns.d.kota.baubau.tahun.2018.html,SD NEGERI 1 KADOLOMOKO,S-1 PGSD,149
149,Pemerintah Kota Baubau,GURU KELAS AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baubaukota.go.id/pengumumanview/63/formasi.penerimaan.cpns.d.kota.baubau.tahun.2018.html,SD NEGERI 2 BAADIA,S-1 PGSD,150
150,Pemerintah Kota Baubau,GURU KELAS AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baubaukota.go.id/pengumumanview/63/formasi.penerimaan.cpns.d.kota.baubau.tahun.2018.html,SD NEGERI 3 KATOBENGKE,S-1 PGSD,151
151,Pemerintah Kota Baubau,GURU AGAMA ISLAM AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baubaukota.go.id/pengumumanview/63/formasi.penerimaan.cpns.d.kota.baubau.tahun.2018.html,SD NEGERI 2 PULAU MAKASSAR,S-1 PENDIDIKAN AGAMA ISLAM,152
152,Pemerintah Kota Baubau,GURU BIMBINGAN KONSELING,UMUM,0,1,http://bkpsdm.baubaukota.go.id/pengumumanview/63/formasi.penerimaan.cpns.d.kota.baubau.tahun.2018.html,SMP NEGERI 17 BAUBAU,S-1 BIMBINGAN KONSELING,153
153,Pemerintah Kota Baubau,DOKTER AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baubaukota.go.id/pengumumanview/63/formasi.penerimaan.cpns.d.kota.baubau.tahun.2018.html,PUSKESMAS KATOBENGKE,DOKTER UMUM(PROFESI),154
154,Pemerintah Kota Baubau,DOKTER SPESIALIS BEDAH UMUM AHLI PERTAMA,UMUM,0,2,http://bkpsdm.baubaukota.go.id/pengumumanview/63/formasi.penerimaan.cpns.d.kota.baubau.tahun.2018.html,RSUD KOTA BAUBAU,DOKTER SPESIALIS BEDAH UMUM,155
155,Pemerintah Kota Baubau,DOKTER SPESIALIS THT AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baubaukota.go.id/pengumumanview/63/formasi.penerimaan.cpns.d.kota.baubau.tahun.2018.html,RSUD KOTA BAUBAU,DOKTER SPESIALIS THT,156
156,Pemerintah Kota Baubau,DOKTER SPESIALIS KULIT DAN KELAMIN AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baubaukota.go.id/pengumumanview/63/formasi.penerimaan.cpns.d.kota.baubau.tahun.2018.html,RSUD KOTA BAUBAU,DOKTER SPESIALIS KULIT DAN KELAMIN,157
157,Pemerintah Kota Baubau,PERAWAT AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baubaukota.go.id/pengumumanview/63/formasi.penerimaan.cpns.d.kota.baubau.tahun.2018.html,PUSKESMAS BETOAMBARI,S-1 KEPERAWATAN+NERS,158
158,Pemerintah Kota Baubau,PENYULUH KESEHATAN MASYARAKAT AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baubaukota.go.id/pengumumanview/63/formasi.penerimaan.cpns.d.kota.baubau.tahun.2018.html,PUSKESMAS MELAI,S-1 KESEHATAN MASYARAKAT,159
159,Pemerintah Kota Baubau,NUTRISIONIS AHLI PERTAMA,UMUM,0,1,http://bkpsdm.baubaukota.go.id/pengumumanview/63/formasi.penerimaan.cpns.d.kota.baubau.tahun.2018.html,RSUD KOTA BAUBAU,S-1 ILMU GIZI,160
160,Pemerintah Kota Baubau,PENGELOLA IRIGASI,UMUM,0,2,http://bkpsdm.baubaukota.go.id/pengumumanview/63/formasi.penerimaan.cpns.d.kota.baubau.tahun.2018.html,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG KOTA BAUBAU,S-1 TEKNIK SIPIL,161
161,Pemerintah Kota Baubau,PEMERIKSA JALAN DAN JEMBATAN,UMUM,0,5,http://bkpsdm.baubaukota.go.id/pengumumanview/63/formasi.penerimaan.cpns.d.kota.baubau.tahun.2018.html,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG KOTA BAUBAU,S-1 TEKNIK ARSITEKTUR,162
162,Kementerian Pendidikan dan Kebudayaan,PENYULUH BAHASA,UMUM,0,2,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Kantor Bahasa Bengkulu,S-1 BAHASA DAN SASTRA INDONESIA/S-1 BAHASA INDONESIA/S-1 SASTRA INDONESIA,163
163,Kementerian Pendidikan dan Kebudayaan,ANALIS DATA DAN INFORMASI,UMUM,0,3,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Direktorat Jenderal Guru dan Tenaga Kependidikan,S-1 MANAJEMEN/S-1 PSIKOLOGI/S-1 STATISTIKA,164
164,Kementerian Pendidikan dan Kebudayaan,PENGELOLA DOKUMENTASI,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Pelestarian Cagar Budaya Gorontalo,D-IV DESAIN GRAFIS/D-IV DESAIN KOMUNIKASI VISUAL/S-1 DESAIN GRAFIS/S-1 DESAIN KOMUNIKASI VISUAL,165
165,Kementerian Pendidikan dan Kebudayaan,KURATOR KOLEKSI MUSEUM,DISABILITAS FISIK,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,"Balai Pelestarian Situs Manusia Purba Sangiran
",S-1 ANTROPOLOGI/S-1 ARKEOLOGI/S-1 GEOGRAFI/S-1 ILMU SEJARAH/S-1 SEJARAH,166
166,Kementerian Pendidikan dan Kebudayaan,PENGELOLA DOKUMENTASI,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Pelestarian Cagar Budaya Kalimantan Timur,D-IV DESAIN GRAFIS/D-IV DESAIN KOMUNIKASI VISUAL/S-1 DESAIN GRAFIS/S-1 DESAIN KOMUNIKASI VISUAL,167
167,Kementerian Pendidikan dan Kebudayaan,TEKNISI PEMETAAN DAN PENGGAMBARAN,LULUSAN TERBAIK,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Arkeologi Sulawesi Selatan,S-1 TEKNIK GEODESI/S-1 TEKNIK GEODESI DAN GEOMATIKA/S-1 TEKNIK SIPIL,168
168,Kementerian Pendidikan dan Kebudayaan,PREPARATOR,LULUSAN TERBAIK,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Galeri Nasional Indonesia,S-1 DESAIN INTERIOR/S-1 DESAIN KOMUNIKASI VISUAL,169
169,Badan Pengawasan Keuangan dan Pembangunan,ANALIS PERMASALAHAN HUKUM,DISABILITAS FISIK,0,1,http://www.bpkp.go.id//konten/3187/CPNS-2018,BPKP,S-1 HUKUM/S-1 ILMU HUKUM,170
170,Badan Standardisasi Nasional ,ANALIS PROSES AKREDITASI LABORATORIUM PENGUJI,LULUSAN TERBAIK,0,1,http://www.bsn.go.id/main/berita/detail/9665/cpns-bsn-2018,Subbidang Pelaksanaan Akreditasi Laboratorium Penguji,S-1 FARMASI/S-1 TEKNIK PANGAN/S-1 TEKNOLOGI PANGAN/S-1 TEKNOLOGI PANGAN DAN HASIL PERTANIAN,171
171,Badan Standardisasi Nasional ,PENELITI AHLI PERTAMA,LULUSAN TERBAIK,0,1,http://www.bsn.go.id/main/berita/detail/9665/cpns-bsn-2018,Bidang Evaluasi dan Kerjasama Penelitian,S-1 ILMU KEHUTANAN/S-1 KIMIA MURNI,172
172,Badan Standardisasi Nasional ,PENGEVALUASI SISTEM AKREDITASI LEMBAGA INSPEKSI DAN LABORATORIUM MEDIK,UMUM,0,1,http://www.bsn.go.id/main/berita/detail/9665/cpns-bsn-2018,Subbidang Pelaksanaan Akreditasi Lembaga Inspeksi,D-IV ANALIS KESEHATAN/S-1 BIOLOGI/S-1 FARMASI/S-1 KEDOKTERAN,173
173,Pemerintah Kab. Bangka Selatan,DOKTER AHLI PERTAMA,LULUSAN TERBAIK,0,2,http://bit.ly/2NQb97H,PEMERINTAH KABUPATEN BANGKA SELATAN,DOKTER UMUM,174
174,Pemerintah Kab. Bangka Selatan,NUTRISIONIS TERAMPIL,UMUM,0,2,http://bit.ly/2NQb97H,PEMERINTAH KABUPATEN BANGKA SELATAN,D-III GIZI,175
175,Pemerintah Kab. Bangka Selatan,TEKNISI ELEKTROMEDIK TERAMPIL,UMUM,0,1,http://bit.ly/2NQb97H,RUMAH SAKIT UMUM DAERAH BANGKA SELATAN,D-III ELEKTROMEDIK/D-III TEKNIK ELEKTRO MEDIK,176
176,Pemerintah Kab. Bangka Selatan,PEMBINA JASA KONSTRUKSI AHLI PERTAMA,UMUM,0,1,http://bit.ly/2NQb97H,DINAS PEKERJAAN UMUM DAN PENATA RUANG PERHUBUNGAN,S-1 TEKNIK SIPIL KONSTRUKSI/S-1/D-IV TEKNIK SIPIL,177
177,Kementerian Pendidikan dan Kebudayaan,PENYUSUN LAPORAN KEUANGAN,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Direktorat Jenderal Kebudayaan,S-1 AKUNTANSI/S-1 EKONOMI/S-1 ILMU EKONOMI,178
178,Kementerian Pendidikan dan Kebudayaan,KONSERVATOR,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Badan Penelitian dan Pengembangan,S-1 ARKEOLOGI/S-1 BIOLOGI/S-1 FISIKA/S-1 KIMIA,179
179,Kementerian Pendidikan dan Kebudayaan,PENGELOLA BANK SOAL,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Badan Penelitian dan Pengembangan,D-IV SISTEM KOMPUTER/S-1 SISTEM KOMPUTER/S-1/D-IV ILMU KOMPUTER/S-1/D-IV SISTEM INFORMASI/S-1/D-IV TEKNIK INFORMATIKA/S-1/D-IV TEKNIK KOMPUTER,180
180,Kementerian Pendidikan dan Kebudayaan,PENGOLAH DATA,UMUM,0,4,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Direktorat Jenderal Kebudayaan,S-1 ILMU ADMINISTRASI NEGARA/S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK/S-1 PSIKOLOGI,181
181,Kementerian Pendidikan dan Kebudayaan,ANALIS PENGEMBANGAN SARANA DAN PRASANA PEMBELAJARAN PENDIDIKAN,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Direktorat Jenderal Pendidikan Dasar dan Menengah,S-1 ADMINISTRASI PENDIDIKAN/S-1 KURIKULUM DAN TEKNOLOGI PENDIDIKAN/S-1 MANAJEMEN PENDIDIKAN/S-1 TEKNOLOGI PENDIDIKAN,182
182,Kementerian Pendidikan dan Kebudayaan,PENGOLAH DATA,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Lembaga Penjaminan Mutu Pendidikan Kalimantan Timur,S-1 ILMU ADMINISTRASI NEGARA/S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK/S-1 PSIKOLOGI,183
183,Badan Standardisasi Nasional ,PENYUSUN BAHAN PRASARANA PENERAPAN STANDAR,UMUM,0,1,http://www.bsn.go.id/main/berita/detail/9665/cpns-bsn-2018,Subbidang Prasarana Penerapan Standar,S-1 BIOLOGI/S-1 ILMU KIMIA/S-1 MIKROBIOLOGI,184
184,Badan Standardisasi Nasional ,ANALIS KERJASAMA BILATERAL DAN REGIONAL,UMUM,0,1,http://www.bsn.go.id/main/berita/detail/9665/cpns-bsn-2018,Subbidang Kerjasama Bilateral dan Regional,S-1 HUBUNGAN INTERNASIONAL/S-1 HUKUM/S-1 TEKNIK ELEKTRO,185
185,Badan Standardisasi Nasional ,ANALIS KESEJAHTERAAN SUMBER DAYA MANUSIA APARATUR,UMUM,0,1,http://www.bsn.go.id/main/berita/detail/9665/cpns-bsn-2018,Subbagian Kepegawaian,S-1 MANAJEMEN/S-1 PSIKOLOGI,186
186,Badan Standardisasi Nasional ,ANALIS PUBLIKASI,UMUM,0,1,http://www.bsn.go.id/main/berita/detail/9665/cpns-bsn-2018,Subbagian Pers dan Media Massa,D-IV DESIGN KOMUNIKASI VISUAL/S-1 DESAIN KOMUNIKASI VISUAL/S-1 KEHUMASAN,187
187,Pemerintah Kab. Bangka Selatan,PENYUSUN PROGRAM PENGAWASAN PRASARANA WILAYAH DAN LINGKUNGAN HIDUP,UMUM,0,1,http://bit.ly/2NQb97H,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN LINGKUNGAN HIDUP,D-IV BIOLOGI/D-IV TEKNIK KIMIA/S-1 BIOLOGI/S-1 TEKNIK KIMIA/S-1/D-IV KESEHATAN LINGKUNGAN/S-1/D-IV TEKNIK LINGKUNGAN,188
188,Pemerintah Kab. Bangka Selatan,ANALIS PELABUHAN,UMUM,0,1,http://bit.ly/2NQb97H,UPT PELABUHAN DINAS PEKERJAAN UMUM DAN PENATAAN RUANG PERHUBUNGAN,D-IV MANAJEMEN TRANSPORTASI LAUT/D-IV TEKNIK KELAUTAN/S-1 ILMU KELAUTAN/S-1 MANAJEMEN TRANSPORTASI LAUT/S-1 OCEANOGRAFI/S-1 TEKNIK KELAUTAN,189
189,Pemerintah Kab. Bangka Selatan,PRANATA HUBUNGAN MASYARAKAT AHLI PERTAMA,UMUM,0,1,http://bit.ly/2NQb97H,DINAS KOMUNIKASI DAN INFORMATIKA,S-1 HUBUNGAN MASYARAKAT/S-1 ILMU KOMUNIKASI/S-1 KOMUNIKASI,190
190,Pemerintah Kab. Bangka Selatan,STATISTISI TERAMPIL,UMUM,0,1,http://bit.ly/2NQb97H,DINAS KOMUNIKASI DAN INFORMATIKA,D-III STATISTIK,191
191,Pemerintah Kab. Bangka Selatan,PENYULUH PERINDUSTRIAN DAN PERDAGANGAN AHLI PERTAMA,UMUM,0,1,http://bit.ly/2NQb97H,DINAS PENANAMAN MODAL PELAYANAN PERIZINAN TERPADU SATU PINTU PERINDUSTRIAN DAN PERDAGANGAN,S-1 MANAJEMEN INDUSTRI/S-1 TEKNIK,192
192,Kementerian Pendidikan dan Kebudayaan,ANALIS MUTU PENDIDIKAN,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Lembaga Penjaminan Mutu Pendidikan Jawa Timur,S-1 ADMINISTRASI PENDIDIKAN/S-1 MANAJEMEN PENDIDIKAN/S-1 PSIKOLOGI/S-1 STATISTIKA/S-1 TEKNOLOGI PENDIDIKAN,193
193,Kementerian Pendidikan dan Kebudayaan,PENGELOLA DATA MUTU DAN SUPERVISI,LULUSAN TERBAIK,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Lembaga Penjaminan Mutu Pendidikan Kalimantan Barat,S-1 ADMINISTRASI PENDIDIKAN/S-1 MANAJEMEN PENDIDIKAN/S-1 STATISTIKA/S-1 TEKNOLOGI PENDIDIKAN,194
194,Kementerian Pendidikan dan Kebudayaan,PENGELOLA SISTEM INFORMASI,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Lembaga Penjaminan Mutu Pendidikan Kalimantan Barat,S-1/D-IV SISTEM INFORMASI/S-1/D-IV TEKNIK INFORMATIKA,195
195,Kementerian Pendidikan dan Kebudayaan,PENGELOLA SISTEM INFORMASI,DISABILITAS FISIK,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Lembaga Penjaminan Mutu Pendidikan Kalimantan Barat,S-1/D-IV SISTEM INFORMASI/S-1/D-IV TEKNIK INFORMATIKA,196
196,Kementerian Pendidikan dan Kebudayaan,PENGELOLA KEPEGAWAIAN,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Lembaga Penjaminan Mutu Pendidikan Kalimantan Timur,D-III ADMINISTRASI NEGARA/D-III ADMINISTRASI PEMERINTAHAN/D-III MANAJEMEN/D-III MANAJEMEN DAN KEBIJAKAN PUBLIK,197
197,Kementerian Pendidikan dan Kebudayaan,PENYUSUN BAHAN PUBLIKASI,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Lembaga Penjaminan Mutu Pendidikan Kalimantan Utara,D-IV DESAIN GRAFIS/D-IV DESAIN KOMUNIKASI VISUAL/D-IV ILMU KOMUNIKASI/S-1 DESAIN GRAFIS/S-1 DESAIN KOMUNIKASI VISUAL/S-1 ILMU KOMUNIKASI,198
198,Kementerian Pendidikan dan Kebudayaan,ANALIS RENCANA PROGRAM DAN KEGIATAN,UMUM,0,2,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Lembaga Penjaminan Mutu Pendidikan Kepulauan Riau,S-1 ADMINISTRASI PENDIDIKAN/S-1 MANAJEMEN/S-1 MANAJEMEN PENDIDIKAN/S-1 TEKNOLOGI PENDIDIKAN,199
199,Kementerian Pendidikan dan Kebudayaan,PENGOLAH DATA,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Konservasi Borobudur,S-1 GEOGRAFI/S-1 ILMU GEOGRAFI/S-1 ILMU SEJARAH/S-1 SEJARAH,200
200,Kementerian Pendidikan dan Kebudayaan,PENGOLAH DATA,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Pengembangan Pendidikan Anak Usia Dini dan Pendidikan Masyarakat Nusa Tenggara Barat,S-1 ADMINISTRASI PENDIDIKAN/S-1 MANAJEMEN/S-1 MANAJEMEN PENDIDIKAN/S-1 PENDIDIKAN ANAK USIA DINI/S-1 PSIKOLOGI/S-1 STATISTIKA,201
201,Kementerian Pendidikan dan Kebudayaan,PENGOLAH DATA,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Pelestarian Cagar Budaya Gorontalo,S-1 ILMU ADMINISTRASI NEGARA/S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK/S-1 PSIKOLOGI,202
202,Badan Standardisasi Nasional ,"ANALIS PROSES AKREDITASI LEMBAGA SERTIFIKASI PRODUK, PERSONEL, HALAL, PANGAN ORGANIK",UMUM,0,1,http://www.bsn.go.id/main/berita/detail/9665/cpns-bsn-2018,"Subbidang Pelaksana Akreditasi Produk, Pelatihan dan Personel",S-1 KIMIA/S-1 TEKNIK KIMIA,203
203,Badan Standardisasi Nasional ,ANALIS PROSES AKREDITASI LSSM LEMBAGA SERTIFIKASI SHACCP/ LEMBAGA SERTIFIKASI 22000 LEMBAGA SERTIFIKASI QS 9000,UMUM,0,1,http://www.bsn.go.id/main/berita/detail/9665/cpns-bsn-2018,Subbidang Pelaksanaan Akreditasi Sistem Manajemen,S-1 ILMU KOMPUTER/S-1 MANAJEMEN INFORMATIKA/S-1 TEKNIK INFORMATIKA/S-1 TEKNIK KOMPUTER,204
204,Pemerintah Kab. Bangka Selatan,ARSIPARIS TERAMPIL,UMUM,0,1,http://bit.ly/2NQb97H,DINAS PENDIDIKAN DAN KEBUDAYAAN,D-III KEARSIPAN,205
205,Pemerintah Kab. Bangka Selatan,PENGENDALI ORGANISME PENGGANGGU TUMBUHAN AHLI PERTAMA,UMUM,0,1,http://bit.ly/2NQb97H,DINAS PERTANIAN PANGAN PERIKANAN,S-1 HAMA DAN PENYAKIT TANAMAN/S-1 PERTANIAN,206
206,Pemerintah Kab. Bangka Selatan,PARAMEDIK VETERINER TERAMPIL,UMUM,0,1,http://bit.ly/2NQb97H,DINAS PERTANIAN PANGAN PERIKANAN,D-III KESEHATAN HEWAN,207
207,Pemerintah Kota Pangkal Pinang,DOKTER SPESIALIS ANESTESI AHLI PERTAMA,UMUM,0,1,http://bkpsdmd.pangkalpinangkota.go.id/wp-content/uploads/2018/09/Pengumuman-Penerimaan-CPNS-Kota-Pangkalpinang-2018.pdf,KOTA PANGKALPINANG,S-1 DOKTER SPESIALIS ANESTESI,208
208,Kementerian Pendidikan dan Kebudayaan,ANALIS RENCANA PROGRAM DAN KEGIATAN,LULUSAN TERBAIK,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Lembaga Penjaminan Mutu Pendidikan Kepulauan Riau,S-1 ADMINISTRASI PENDIDIKAN/S-1 MANAJEMEN/S-1 MANAJEMEN PENDIDIKAN/S-1 TEKNOLOGI PENDIDIKAN,209
209,Kementerian Pendidikan dan Kebudayaan,ANALIS KATA DAN ISTILAH,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Bahasa Aceh,S-1 BAHASA DAN SASTRA INDONESIA/S-1 BAHASA INDONESIA/S-1 SASTRA INDONESIA,210
210,Kementerian Pendidikan dan Kebudayaan,PENGOLAH DATA,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Arkeologi Jawa Barat,S-1 ILMU ADMINISTRASI NEGARA/S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK/S-1 PSIKOLOGI,211
211,Kementerian Pendidikan dan Kebudayaan,PENGOLAH DATA,UMUM,0,1,https://cpns.kemdikbud.go.id/pengumuman/formasi-seleksi-cpns-kemendikbud-tahun-2018/index.html,Balai Arkeologi Sumatera Utara,S-1 ILMU ADMINISTRASI NEGARA/S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK/S-1 PSIKOLOGI,212
212,Kementerian Kesehatan,RADIOGRAFER AHLI PERTAMA,UMUM,0,1,https://cpns.kemkes.go.id,Rumah Sakit Pusat Otak Nasional Jakarta,D-IV TEKNIK RADIODIAGNOSTIK/D-IV TEKNIK RADIODIAGNOSTIK DAN RADIOTERAPI/D-IV TEKNIK RADIOLOGI/D-IV TEKNIK RADIOTERAPI,213
